Usuario,danceability,energy,valence,instrumentalness
Brenda,0.6895454545454546,0.6461363636363636,0.6343181818181817,0.029760300909090917
Ricardo,0.5318454545454546,0.6500454545454546,0.4641090909090909,0.05468063636363636
